NCT Number,Study Title,Study URL,Study Results,Conditions,Interventions,Sex,Age,Phases,Locations
NCT00771927,Post-Authorization Safety Study to Assess the Safety of Vimpat as add-on Therapy in Patients With Partial-onset Seizures,https://clinicaltrials.gov/study/NCT00771927,YES,"Epilepsies, Partial",DRUG: Lacosamide,ALL,"CHILD, ADULT, OLDER_ADULT",,"Bron, France|Dijon, France|La Tronche, France|Montpellier, France|Nantes, France|Paris, France|Saint Brieuc, France|Tain L'Hermitage, France|Aschaffenburg, Germany|Bad Berka, Germany|Berlin, Germany|Bernau, Germany|Bielefeld, Germany|Bonn, Germany|Dresden, Germany|Dusseldorf, Germany|Erlangen, Germany|Essen, Germany|Freiburg, Germany|Gottingen, Germany|Halle, Germany|Hamburg, Germany|Jena, Germany|Kehl-Kork, Germany|Kiel, Germany|Koningstein-Falkenstein, Germany|Krefeld, Germany|Mainz, Germany|Marburg, Germany|Munster, Germany|München, Germany|Neuburg, Germany|Neukirchen-Vluyn, Germany|Oldenburg, Germany|Osnabruck, Germany|Potsdam, Germany|Radeberg, Sachsen, Germany|Ravensburg, Germany|Rotenburg/Wümme, Germany|Stuttgart, Germany|Ulm, Germany|Vogtareuth, Germany|Westerstede, Germany|Blaricum, Netherlands|Heeze, Netherlands|Nijmegen, Netherlands|Barcelona, Spain|El Vendrell, Spain|Plymouth, Devon, United Kingdom|Fulwood, Preston, Lancashire, United Kingdom|Bangor, United Kingdom|Birmingham, United Kingdom|Cardiff, United Kingdom|Dundee, United Kingdom|Edinburgh, United Kingdom|Leeds, United Kingdom|Leicester, United Kingdom|London, United Kingdom|Middlesborough, United Kingdom|Salford, United Kingdom|Sheffield, United Kingdom|Stoke on Trent, United Kingdom"
NCT00918047,Study of PK and Safety of OXC (Oxcarbazepine) XR (Extended Release) as Adjunctive Therapy in Pediatric Epilepsy Patients,https://clinicaltrials.gov/study/NCT00918047,NO,"Epilepsies, Partial",DRUG: SPN-804O,ALL,CHILD,PHASE1,"Little Rock, Arkansas, United States|Loxahatchee Groves, Florida, United States|Tampa, Florida, United States|Rockville, Maryland, United States|Lake Success, New York, United States|Rochester, New York, United States|Kingsport, Tennessee, United States|San Antonio, Texas, United States"
NCT03169751,An Exploratory Trial Using sEMG to Differentiate PNES From Epileptic Seizures,https://clinicaltrials.gov/study/NCT03169751,NO,Non-Epileptic Seizure|Motor Seizure|Epilepsy,DEVICE: Brain Sentinel Monitoring and Alerting System,ALL,"ADULT, OLDER_ADULT",,"Krankenhaus Hietzing mit Neurologischem Zentrum Rosenhugel, Wien, 1130, Austria"
NCT00512317,Open-label Extension to Protocol 1042-0600,https://clinicaltrials.gov/study/NCT00512317,YES,"Epilepsies, Partial",DRUG: ganaxolone,ALL,"ADULT, OLDER_ADULT",PHASE2,"University of Alabama, Birmingham, Alabama, 35294-0021, United States|Barrow Neurological Institute, Phoenix, Arizona, 85013, United States|Arkansas Epilepsy Program, Little Rock, Arkansas, 72205, United States|University of Southern California Adult Comprehensive Epilepsy Center, Los Angeles, California, 90033, United States|University of California-Davis, Sacramento, California, 95817, United States|Anchutz Outpatient Pavillion Neurosciences Clinic/ University of Colorado Hospital, Aurora, Colorado, 80010-0045, United States|Yale University School of Medicine, New Haven, Connecticut, 06520, United States|University of Florida McKnight Brain Institute, Gainesville, Florida, 32610-0236, United States|Intercoastal Neurology, Sarasota, Florida, 34232, United States|Emory HealthCare, Atlanta, Georgia, 30322, United States|Southern Illinois University Medical Center, Springfield, Illinois, 62702, United States|University of Iowa Hospitals and Clinics, Iowa City, Iowa, 52242, United States|University of Kentucky, Dept. of Neurology, Lexington, Kentucky, 40536, United States|Mid-Atlantic Epilepsy and Sleep Center, Bethesda, Maryland, 20817, United States|2799 West Grand blvd. CFP 071, Detroit, Michigan, 48202, United States|Minnesota Epilepsy Group, PA, Saint Paul, Minnesota, 55102-2383, United States|Comprehensive Epilepsy Care Center for Children and Adults, Chesterfield, Missouri, 63017, United States|Neurosciences Institute at Albany Medical Center, Albany, New York, 12208, United States|SUNY Upstate Medical University, Syracuse, New York, 13210, United States|Ohio State University Medical Center, Columbus, Ohio, 43210, United States|Riddle Health Care Center for Neuroscience, Media, Pennsylvania, 19063, United States|Thomas Jefferson University, Philadelphia, Pennsylvania, 19107, United States|Vanderbilt University Medical Center, Nashville, Tennessee, 37232, United States|Neurological Clinic of Texas, P.A., Dallas, Texas, 75230, United States|Virginia Commonwealth University, Richmond, Virginia, 23298, United States"
NCT02598076,Motivational Interviewing to Enhance Adherence of Patients With Psychogenic Non-epileptic Seizures,https://clinicaltrials.gov/study/NCT02598076,YES,"Psychogenic Non-epileptic Seizures, Motivational Interviewing",BEHAVIORAL: motivational interviewing|BEHAVIORAL: standard psychotherapy,ALL,"ADULT, OLDER_ADULT",NA,"Brigham and Women's Hospital, Boston, Massachusetts, 02115, United States"
NCT01098162,Vimpat® Added as Adjunctive Therapy to One Baseline Antiepileptic Drug,https://clinicaltrials.gov/study/NCT01098162,YES,"Epilepsies, Partial",,ALL,"CHILD, ADULT, OLDER_ADULT",,"55, Aachen, Germany|119, Aalen, Germany|194, Aichach, Germany|191, Altenburg, Germany|136, Alzenau, Germany|78, Aschaffenburg, Germany|35, Bad Berka, Germany|90, Baesweiler, Germany|107, Berlin, Germany|10A, Berlin, Germany|141, Berlin, Germany|25, Berlin, Germany|49, Berlin, Germany|66, Berlin, Germany|75, Berlin, Germany|36, Bielefeld, Germany|5, Bonn, Germany|175, Brandenburg, Germany|192, Böblingen, Germany|105, Chemnitz, Germany|182, Coppenbrügge, Germany|161, Dortmund, Germany|128, Dresden, Germany|21, Dresden, Germany|39, Dresden, Germany|111, Düren, Germany|38, Düsseldorf, Germany|7, Eberswalde, Germany|102, Eisenach, Germany|174, Eisenach, Germany|56, Ellwangen, Germany|50, Erbach, Germany|179, Erfurt, Germany|186, Erfurt, Germany|6, Erlangen, Germany|12, Essen, Germany|27, Freiburg, Germany|137, Fulda, Germany|112, Gelsenkirchen, Germany|103, Gera, Germany|1, Greifswald, Germany|47, Grevenbroich, Germany|158, Göttingen, Germany|65, Göttingen, Germany|88, Göttingen, Germany|134, Halle (Saale), Germany|160, Hamburg, Germany|71, Hamburg, Germany|93, Hamm, Germany|147, Heilbronn, Germany|122, Herborn, Germany|15, Herdecke, Germany|130, Höchberg, Germany|40, Immenstadt, Germany|52, Jena, Germany|61, Jülich, Germany|44, Karlstadt, Germany|133, Kastellaun, Germany|125, Kaufbeuren, Germany|16, Kiel, Germany|99, Kleve, Germany|37, Krefeld, Germany|176, Köln, Germany|180, Köln, Germany|46, Lappersdorf, Germany|113, Leipzig, Germany|4, Leipzig, Germany|68, Leipzig, Germany|81, Leipzig, Germany|138, Lohr am Main, Germany|131, Ludwigsburg, Germany|148, Lüdenscheid, Germany|33, Mainz, Germany|154, Mannheim, Germany|151, Mühlhausen, Germany|101, München, Germany|167, München, Germany|2, München, Germany|43, Neuburg, Germany|62, Neukirchen-Vluyn, Germany|123, Neumarkt, Germany|69, Nürnberg, Germany|80, Oelde, Germany|98, Oldenburg, Germany|87, Oranienburg, Germany|57, Potsdam, Germany|3, Radeberg, Germany|159, Rathenow, Germany|45, Ravensburg, Germany|95, Rostock, Germany|85, Rüsselsheim, Germany|20, Schleswig, Germany|157, Schlüchtern, Germany|166, Schorndorf, Germany|181, Schriesheim, Germany|168, Schwedt, Germany|150, Schwäb. Gmünd, Germany|140, Senftenberg, Germany|164, Siegen, Germany|144, Sondershausen, Germany|127, Stralsund, Germany|14, Stuttgart, Germany|170, Stuttgart, Germany|104, Traunstein, Germany|183, Troisdorf, Germany|17, Tübingen, Germany|13, Ulm, Germany|48, Ulm, Germany|54, Unterhaching, Germany|171, Wermsdorf, Germany|143, Westerstede, Germany|79, Wismar, Germany|169, Wolfratshausen, Germany"
NCT00367432,A Long Term Follow up Administration Study of L059 (Levetiracetam) in Epilepsy Patients With Partial Onset Seizures,https://clinicaltrials.gov/study/NCT00367432,YES,Epilepsies|Partial,DRUG: Levetiracetam,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,"Aichi-gun, Aichi, Japan|Nagoya, Aichi, Japan|Hirosaki, Aomori, Japan|Matsudo, Chiba, Japan|Kitakyusyu, Fukuoka, Japan|Koga, Fukuoka, Japan|Kurume, Fukuoka, Japan|Fukuyama, Hiroshima, Japan|Asahikawa, Hokkaido, Japan|Hakodate, Hokkaido, Japan|Sapporo, Hokkaido, Japan|Kobe, Hyogo, Japan|Kahoku-gun, Ishikawa, Japan|Kanazawa, Ishikawa, Japan|Zentsuji, Kagawa, Japan|Koshi, Kumamoto, Japan|Tsu, Mie, Japan|Iwanuma, Miyagi, Japan|Sendai, Miyagi, Japan|Omura, Nagasaki, Japan|Kashihara, Nara, Japan|Nagaoka, Niigata, Japan|Beppu, Oita, Japan|Izumi, Osaka, Japan|Neyagawa, Osaka, Japan|Suita, Osaka, Japan|Takatsuki, Osaka, Japan|Iruma-gun, Saitama, Japan|Shimotsuga-gun, Tochigi, Japan|Shimotsuke, Tochigi, Japan|Komatsushima, Tokushima, Japan|Chiyoda-Ku, Tokyo, Japan|Kodaira, Tokyo, Japan|Kokubunji, Tokyo, Japan|Shinjuku-ku, Tokyo, Japan|Taito-ku, Tokyo, Japan|Ube, Yamaguchi, Japan|Aomori, Japan|Chiba, Japan|Fukuoka, Japan|Fukushima, Japan|Gifu, Japan|Hiroshima, Japan|Kagoshima, Japan|Kumamoto, Japan|Kyoto, Japan|Miyazaki, Japan|Niigata, Japan|Okayama, Japan|Osaka, Japan|Shizuoka, Japan|Toyama, Japan|Yamagata, Japan"
NCT03559673,Compassionate Use Program With Lacosamide in Patients With Partial-onset or Generalized Tonic-clonic Seizures,https://clinicaltrials.gov/study/NCT03559673,NO,"Epilepsies, Partial",DRUG: Lacosamide,ALL,"CHILD, ADULT, OLDER_ADULT",,
NCT01441401,Safety and Efficacy of Gabapen for Pediatric (Regulatory Post Marketing Commitment Plan),https://clinicaltrials.gov/study/NCT01441401,YES,"Epilepsies, Partial",DRUG: gabapentin,ALL,CHILD,,
NCT06007053,Retraining and Control Therapy (ReACT) R33 Phase,https://clinicaltrials.gov/study/NCT06007053,NO,"Convulsion, Non-Epileptic",BEHAVIORAL: ReACT|BEHAVIORAL: Supportive Therapy,ALL,"CHILD, ADULT",NA,"University of Alabama at Birmingham, Birmingham, Alabama, 35294, United States"
NCT00422110,A Study to Evaluate the Efficacy and Safety of Seletracetam in Adult Patients With Refractory Partial Onset Seizures,https://clinicaltrials.gov/study/NCT00422110,NO,"Epilepsies, Partial",DRUG: Seletracetam,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2|PHASE3,
NCT03024827,Cannabidiol in Children With Refractory Epileptic Encephalopathy,https://clinicaltrials.gov/study/NCT03024827,NO,Epileptic Encephalopathy,DRUG: CanniMed® 1:20,ALL,CHILD,PHASE1,"University of British Columbia, Vancouver, British Columbia, V6T1Z4, Canada|University of Manitoba, Winnipeg, Manitoba, R3T 2N2, Canada|Universite de Montreal, Montreal, Quebec, H3T1J4, Canada|University of Saskatchewan, Saskatoon, Saskatchewan, S7N5C5, Canada"
NCT05096273,Retraining and Control Therapy (ReACT): Sense of Control and Symptom Expectations as Targets of a Treatment for PNES,https://clinicaltrials.gov/study/NCT05096273,NO,"Convulsion, Non-Epileptic",BEHAVIORAL: ReACT,ALL,"CHILD, ADULT",NA,"Sparks Center Office of Psychiatric Research, Birmingham, Alabama, 35294, United States"
NCT03857074,Effects of Green Light Exposure on Epileptic Spikes in Patients With Refractory Epilepsy,https://clinicaltrials.gov/study/NCT03857074,NO,Epilepsy|Epilepsy Intractable,DEVICE: Green Light Exposure,ALL,"CHILD, ADULT",NA,"Boston Children's Hospital, Boston, Massachusetts, 02130, United States"
NCT00772603,Evaluation of Efficacy and Safety of OXC XR as Adjunctive Therapy for Partial Seizures,https://clinicaltrials.gov/study/NCT00772603,YES,"Epilepsies, Partial",DRUG: Placebo|DRUG: 2400mg SPN-804|DRUG: 1200mg SPN-804,ALL,"ADULT, OLDER_ADULT",PHASE3,"Huntsville, Alabama, United States|Northport, Alabama, United States|Phoenix, Arizona, United States|Tucson, Arizona, United States|Little Rock, Arkansas, United States|Riverside, California, United States|West Los Angeles, California, United States|Aurora, Colorado, United States|Jacksonville, Florida, United States|Miami, Florida, United States|Sarasota, Florida, United States|Atlanta, Georgia, United States|Springfield, Illinois, United States|Lexington, Kentucky, United States|Bethesda, Maryland, United States|Missoula, Montana, United States|Camden, New Jersey, United States|New York, New York, United States|Oklahoma City, Oklahoma, United States|Philadelphia, Pennsylvania, United States|Nashville, Tennessee, United States|Baytown, Texas, United States|Temple, Texas, United States|Blagoevgrad, Bulgaria|Pleven, Bulgaria|Plovdiv, Bulgaria|Ruse, Bulgaria|Sofia, Bulgaria|Varna, Bulgaria|Edmonton, Alberta, Canada|Greenfield Park, Quebec, Canada|Dubrovnik, Croatia|Rijeka, Croatia|Zadar, Croatia|Zagreb, Croatia|Ciudad Juárez, Chihuahua, Mexico|Mexico City, DF, Mexico|Toluca, Estado de Mexico, Mexico|Guadalajara, Jalisco, Mexico|Zapopan, Jalisco, Mexico|Monterrey, Nuevo Leon, Mexico|San Luis Potosi, San Luis Potosí, Mexico|Aguascalientes, Mexico|Chihuahua, Mexico|Durango, Mexico|Puebla, Mexico|Gizycko, Poland|Katowice, Poland|Konskie, Poland|Krakow, Poland|Lodz, Poland|Lublin, Poland|Warszawa, Poland|Wilkowice, Poland|Zabrze, Poland|Bucharest, Romania|Campulung Muscel, Romania|Cluj-Napoca, Romania|Craiova, Romania|St Petersburg, Sestroretsk, Russian Federation|Kazan, Russian Federation|Kirov, Russian Federation|Kursk, Russian Federation|Moscow, Russian Federation|Nizhniy Novgorod, Russian Federation|Nizhny Novgorod, Russian Federation|Novosibirsk, Russian Federation|Pyatigorsk, Russian Federation|Samara, Russian Federation|Smolensk, Russian Federation|St Petersburg, Russian Federation|St. Petersburg, Russian Federation|Yaroslavl, Russian Federation"
NCT02603991,Prospective Cohort Study on the Efficacy of Vagus Nerve Stimulation for Children and Adolescents With Epilepsy(PVNS-CAE),https://clinicaltrials.gov/study/NCT02603991,NO,Epileptic Encephalopathy,PROCEDURE: PINS Vagus Nerve Stimulator|DRUG: Levetiracetam,ALL,"CHILD, ADULT",,"Beijing Tiantan Hospital, Beijing, Beijing, 100050, China"
NCT00297323,An Observational Study of the Safety of Topiramate in Adults and Children With Epilepsy,https://clinicaltrials.gov/study/NCT00297323,NO,"Seizures, Epileptic",DRUG: Topiramate,ALL,"CHILD, ADULT, OLDER_ADULT",,
NCT05865561,Identification of Volatile Organic Compounds (VOCs) as Biopredictors of Epileptic Seizures,https://clinicaltrials.gov/study/NCT05865561,NO,Epilepsy,OTHER: VOC sampling,ALL,"ADULT, OLDER_ADULT",,
NCT02801136,Treatment Outcomes of ReACT for PNES,https://clinicaltrials.gov/study/NCT02801136,NO,"Convulsion, Non-Epileptic",BEHAVIORAL: ReACT|BEHAVIORAL: Supportive Therapy,ALL,"CHILD, ADULT",NA,"Sparks Center Office of Psychiatric Research, Birmingham, Alabama, 35294, United States"
NCT00522275,Determine Safety and Efficacy of Long-term Oral Lacosamide in Patients With Partial Seizures,https://clinicaltrials.gov/study/NCT00522275,YES,Partial Epilepsies,DRUG: lacosamide,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,"Birmingham, Alabama, United States|Mobile, Alabama, United States|Phoenix, Arizona, United States|Little Rock, Arkansas, United States|Los Angeles, California, United States|San Francisco, California, United States|Englewood, Colorado, United States|Fairfield, Connecticut, United States|Bradenton, Florida, United States|Jacksonville, Florida, United States|Maitland, Florida, United States|Saint Petersburg, Florida, United States|Tallahassee, Florida, United States|Tampa, Florida, United States|Atlanta, Georgia, United States|Chicago, Illinois, United States|Springfield, Illinois, United States|Indianapolis, Indiana, United States|Wichita, Kansas, United States|Lexington, Kentucky, United States|Louisville, Kentucky, United States|Baltimore, Maryland, United States|Bethesda, Maryland, United States|Boston, Massachusetts, United States|Golden Valley, Minnesota, United States|Saint Cloud, Minnesota, United States|Saint Paul, Minnesota, United States|Chesterfield, Missouri, United States|Somerset, New Jersey, United States|Albuquerque, New Mexico, United States|Buffalo, New York, United States|New York, New York, United States|Rochester, New York, United States|Syracuse, New York, United States|Asheville, North Carolina, United States|Durham, North Carolina, United States|Greenville, North Carolina, United States|Winston-Salem, North Carolina, United States|Cincinnati, Ohio, United States|Cleveland, Ohio, United States|Columbus, Ohio, United States|Toledo, Ohio, United States|Tulsa, Oklahoma, United States|Medford, Oregon, United States|Hershey, Pennsylvania, United States|Philadelphia, Pennsylvania, United States|Providence, Rhode Island, United States|Beaufort, South Carolina, United States|Charleston, South Carolina, United States|Nashville, Tennessee, United States|Dallas, Texas, United States|San Antonio, Texas, United States|Charlottesville, Virginia, United States|Newport News, Virginia, United States|Norfolk, Virginia, United States|Richmond, Virginia, United States|Seattle, Washington, United States|Morgantown, West Virginia, United States|Marshfield, Wisconsin, United States|Milwaukee, Wisconsin, United States"
NCT00524030,Efficacy And Safety Study Of Pregabalin (Lyrica) As Monotherapy In Patients With Partial Seizures,https://clinicaltrials.gov/study/NCT00524030,YES,"Epilepsies, Partial",DRUG: pregabalin 600 mg/day|DRUG: pregabalin 150 mg/day,ALL,"ADULT, OLDER_ADULT",PHASE3,"Pfizer Investigational Site, Northport, Alabama, 35476, United States|Pfizer Investigational Site, Phoenix, Arizona, 85003, United States|Pfizer Investigational Site, Phoenix, Arizona, 85013, United States|Pfizer Investigational Site, Sun City, Arizona, 85351, United States|Pfizer Investigational Site, Fayetteville, Arkansas, 72703, United States|Pfizer Investigational Site, Fullerton, California, 92835, United States|Pfizer Investigational Site, Long Beach, California, 90806, United States|Pfizer Investigational Site, Modesto, California, 95355, United States|Pfizer Investigational Site, Murrieta, California, 92562, United States|Pfizer Investigational Site, Newport Beach, California, 92660, United States|Pfizer Investigational Site, Temecula, California, 92591, United States|Pfizer Investigational Site, Denver, Colorado, 80204, United States|Pfizer Investigational Site, Jacksonville, Florida, 32209, United States|Pfizer Investigational Site, Melbourne, Florida, 32901, United States|Pfizer Investigational Site, Miami, Florida, 33126, United States|Pfizer Investigational Site, Miami, Florida, 33136, United States|Pfizer Investigational Site, Sarasota, Florida, 34232, United States|Pfizer Investigational Site, Sarasota, Florida, 34233, United States|Pfizer Investigational Site, Atlanta, Georgia, 30309, United States|Pfizer Investigational Site, Atlanta, Georgia, 30342, United States|Pfizer Investigational Site, Decatur, Georgia, 30033, United States|Pfizer Investigational Site, Lawrenceville, Georgia, 30045, United States|Pfizer Investigational Site, Suwanee, Georgia, 30024, United States|Pfizer Investigational Site, Anderson, Indiana, 46016, United States|Pfizer Investigational Site, Danville, Indiana, 46122, United States|Pfizer Investigational Site, Fort Wayne, Indiana, 46805, United States|Pfizer Investigational Site, Kansas City, Kansas, 66160, United States|Pfizer Investigational Site, Bowling Green, Kentucky, 42101, United States|Pfizer Investigational Site, Lexington, Kentucky, 40536-0284, United States|Pfizer Investigational Site, Lexington, Kentucky, 40536, United States|Pfizer Investigational Site, Houma, Louisiana, 70363, United States|Pfizer Investigational Site, Shreveport, Louisiana, 71105-5634, United States|Pfizer Investigational Site, Pikesville, Maryland, 21208, United States|Pfizer Investigational Site, Worcester, Massachusetts, 01605, United States|Pfizer Investigational Site, Worcester, Massachusetts, 01608, United States|Pfizer Investigational Site, Detroit, Michigan, 48202, United States|Pfizer Investigational Site, Minneapolis, Minnesota, 55422, United States|Pfizer Investigational Site, Flowood, Mississippi, 39232, United States|Pfizer Investigational Site, Hattiesburg, Mississippi, 39401-7246, United States|Pfizer Investigational Site, Great Falls, Montana, 59405, United States|Pfizer Investigational Site, Cedarhurst, New York, 11516, United States|Pfizer Investigational Site, Charlotte, North Carolina, 28207, United States|Pfizer Investigational Site, Charlotte, North Carolina, 28209, United States|Pfizer Investigational Site, Rocky Mount, North Carolina, 27804, United States|Pfizer Investigational Site, Cleveland, Ohio, 44195, United States|Pfizer Investigational Site, Columbus, Ohio, 43210-1250, United States|Pfizer Investigational Site, Columbus, Ohio, 43210, United States|Pfizer Investigational Site, Oklahoma City, Oklahoma, 73112, United States|Pfizer Investigational Site, Oklahoma City, Oklahoma, 73120, United States|Pfizer Investigational Site, Altoona, Pennsylvania, 16602, United States|Pfizer Investigational Site, Indiana, Pennsylvania, 15701, United States|Pfizer Investigational Site, Philadelphia, Pennsylvania, 19140, United States|Pfizer Investigational Site, Memphis, Tennessee, 38120, United States|Pfizer Investigational Site, Memphis, Tennessee, 38163, United States|Pfizer Investigational Site, Nashville, Tennessee, 37232, United States|Pfizer Investigational Site, Dallas, Texas, 75230, United States|Pfizer Investigational Site, Houston, Texas, 77074-2906, United States|Pfizer Investigational Site, San Antonio, Texas, 78258, United States|Pfizer Investigational Site, Temple, Texas, 76508, United States|Pfizer Investigational Site, Murray, Utah, 84107, United States|Pfizer Investigational Site, Salt Lake City, Utah, 84107, United States|Pfizer Investigational Site, West Jordan, Utah, 84088, United States|Pfizer Investigational Site, Milwaukee, Wisconsin, 53226, United States|Pfizer Investigational Site, Beroun, 266 01, Czechia|Pfizer Investigational Site, Brno 2, 602 00, Czechia|Pfizer Investigational Site, Litomysl, 570 14, Czechia|Pfizer Investigational Site, New Territories, Hong Kong|Pfizer Investigational Site, Dnipropetrovsk, 49027, Ukraine|Pfizer Investigational Site, Dnipropetrovsk, 49115, Ukraine|Pfizer Investigational Site, Kharkiv, 61018, Ukraine|Pfizer Investigational Site, Kharkiv, 61068, Ukraine|Pfizer Investigational Site, Lugansk, 91045, Ukraine|Pfizer Investigational Site, Odessa, 65025, Ukraine"
NCT00215215,Effectiveness Study Comparing Treatment With Drug(s) or Adjunctive VNS Therapy for Pharmacoresistant Partial Seizures,https://clinicaltrials.gov/study/NCT00215215,NO,"Epilepsies, Partial",DEVICE: Vagus Nerve Stimulation Therapy,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE4,"Bronislav Shafran, M.D., P.C., Phoenix, Arizona, 85003, United States|Xenoscience, Phoenix, Arizona, 85013, United States|Dedicated Clinical Research, Inc., Sun City, Arizona, 85351, United States|USC Comprehensive Epilepsy Center, Los Angeles, California, 90033, United States|Certified Clinical Research, Roseville, California, 95661, United States|Pediatric Diagnostic Center, Ventura, California, 93003, United States|University of Florida, Department of Neurology, Gainesville, Florida, 32610, United States|Neurology Associates, P.A., Maitland, Florida, 32751, United States|Child Neurology Center of Northwest Florida, Pensacola, Florida, 32504, United States|Pediatric Neurology of Idaho, Boise, Idaho, 83712, United States|Freeport Health Network, Department of Neurology, Freeport, Illinois, 61032, United States|Wayne State University School of Medicine, Department of Neurology, Detroit, Michigan, 48201, United States|Weill-Cornell Medical College, N.Y. Presbyterian Hospital, Comprehensive Epilepsy Center, New York, New York, 10021, United States|William Huffstutter, M.D., Asheville, North Carolina, 28801, United States|Medford Neurological and Spine Clinic, Medford, Oregon, 997504, United States|Neurology and Sleep Medicine, Bethlehem, Pennsylvania, 18015, United States|Mid-South Physicians Group, P.L.L.C., Germantown, Tennessee, 38138, United States|Hermann Hospital, UT Comprehensive Epilepsy Center, Houston, Texas, 77030, United States|Texas Tech University Health Sciences Center, Lubbock, Texas, 79430, United States|Texas Association of Pediatric Neurology, San Antonio, Texas, 78258, United States|Pivotal Research Centers, Midvale, Utah, 84047, United States|Pharmaceutical Research Organization, South Ogden, Utah, 84403, United States|Regional Epilepsy Center Saint Luke's Medical Center, Milwaukee, Wisconsin, 53215, United States"
NCT00437281,"Safety, Tolerability, and Pharmacokinetic Study of Pregabalin in Pediatric Patients With Partial Onset Seizures",https://clinicaltrials.gov/study/NCT00437281,YES,"Epilepsies, Partial",DRUG: Placebo|DRUG: Pregabalin,ALL,CHILD,PHASE1|PHASE2,"Pfizer Investigational Site, Mobile, Alabama, 36604, United States|Pfizer Investigational Site, Mobile, Alabama, 36693, United States|Pfizer Investigational Site, Phoenix, Arizona, 85016, United States|Pfizer Investigational Site, Jonesboro, Arkansas, 72401, United States|Pfizer Investigational Site, Little Rock, Arkansas, 72205, United States|Pfizer Investigational Site, San Francisco, California, 94143, United States|Pfizer Investigational Site, Gulf Breeze, Florida, 32561, United States|Pfizer Investigational Site, Pensacola, Florida, 32504, United States|Pfizer Investigational Site, Tampa, Florida, 33603, United States|Pfizer Investigational Site, Tampa, Florida, 33609, United States|Pfizer Investigational Site, Springfield, Missouri, 65804, United States|Pfizer Investigational Site, Buffalo, New York, 14222, United States|Pfizer Investigational Site, Durham, North Carolina, 27710, United States|Pfizer Investigational Site, Houston, Texas, 77030, United States|Pfizer Investigational Site, San Antonio, Texas, 78258, United States|Pfizer Investigational Site, Seoul, 120-752, Korea, Republic of|Pfizer Investigational Site, Mexico, DF, 06720, Mexico|Pfizer Investigational Site, Guadalajara, Jalisco, 44280, Mexico"
NCT01764516,Study on Serum Zinc and Selenium Levels in Epileptic Patients,https://clinicaltrials.gov/study/NCT01764516,NO,Generalized Epileptic,,ALL,ADULT,,"Vali-Asr Hospital, Arak, Central province, Iran, Islamic Republic of"
NCT00620555,A Phase III Open-Label Extension Study Of Gabapentin As Adjunctive Therapy In Japanese Pediatric Patients With Partial Seizures,https://clinicaltrials.gov/study/NCT00620555,YES,"Epilepsies, Partial",DRUG: gabapentin,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,"Pfizer Investigational Site, Obu-shi,Morioka-machi, Aichi, Japan|Pfizer Investigational Site, Jonan-ku, Fukuoka, Japan|Pfizer Investigational Site, Kobe, Hyogo, Japan|Pfizer Investigational Site, Suma-Ku,Kobe, Hyogo, Japan|Pfizer Investigational Site, Kanazawa, Ishikawa, Japan|Pfizer Investigational Site, Zentsuuji, Kagawa, Japan|Pfizer Investigational Site, Yokohama, Kanagawa Pref., Japan|Pfizer Investigational Site, Sendai-shi, Miyagi-ken, Japan|Pfizer Investigational Site, Showa-Ku, Nagoya, Japan|Pfizer Investigational Site, Niigata-shi, Niigata, Japan|Pfizer Investigational Site, Kurashiki-City, Okayama Pref., Japan|Pfizer Investigational Site, Okayama-shi, Okayama, Japan|Pfizer Investigational Site, Izumi-shi, Osaka, Japan|Pfizer Investigational Site, Miyakojima-ku, Osaka, Japan|Pfizer Investigational Site, Suita, Osaka, Japan|Pfizer Investigational Site, Shizuoka-shi, Shizuoka, Japan|Pfizer Investigational Site, Kodaira, Tokyo, Japan|Pfizer Investigational Site, Setagaya-ku, Tokyo, Japan|Pfizer Investigational Site, Shinjuku-ku, Tokyo, Japan|Pfizer Investigational Site, Hiroshima, Japan|Pfizer Investigational Site, Saitama, Japan|Pfizer Investigational Site, Yamagata, Japan"
